id,name,postalcode
1060,Josh Jones,14194
1061,Domenic Alldridge,67595
1062,George Huggins,98561
1063,Nicholas Maxwell,78054
1064,Jack Campbell,48576
1065,Ryan Page ,27459
1066,Tom Windsor,74807
1067,Henry Little,66384
1068,Elijah Samuel,98458
1069,George Upton,85815
1070,Alexander Drake,79837
1071,John Preston,74920
1072,Phillip Carson,89163
1073,Clint Vinton,76480
1074,Ron Dempsey,16458
1075,Lucas Egerton,98383
1076,Chris Thorne,94005
1077,Boris Jenkins,69057
1078,Jayden Shields,54121
1079,Chris Edwards,93566
1080,Brad Tait,21644
1081,Chadwick Tait,75651
1082,Henry Janes,87844
1083,Anthony Murphy,64015
1084,Percy Ebbs,44546
1085,Ramon Everett,13216
1086,Elijah Reading,45748
1087,Enoch Page ,23488
1088,Daniel Bell,22218
1089,Julian Stewart,94961
1090,Ronald Chester,47911
1091,Nate Morgan,50404
1092,Rocco Flanders,43359
1093,Tom Chappell,13261
1094,Noah Phillips,11286
1095,Michael Lee,23799
1096,Elijah Rogers,81556
1097,Daron Rainford,33543
1098,Caleb Lambert,57979
1099,Erick Turner,18673
1100,Gabriel Pearce,33773
1101,Josh Vass,46827
1102,Matt Bloom,59319
1103,Matthew Mccall,99239
1104,Denis Varley,26906
1105,Chester Khan,59071
1106,Sebastian Stevens,54115
1107,Manuel Verdon,32003
1108,Logan Oakley,87696
1109,Jacob Lane,93895
1110,David Hale,90419
1111,Harry Everett,63673
1112,Manuel Yard,22245
1113,Russel Porter,19522
1114,Ronald Bailey,12819
1115,Owen Plumb,70233
1116,Denis Whittle,50520
1117,Maxwell Roberts,99484
1118,Mason Rodwell,75780
1119,Owen Pratt,17935
1120,Tyson Chadwick,32003
1121,Daniel Watson,82267
1122,Phillip Knott,99313
1123,Denis Latham,47774
1124,Oliver Morris,43038
1125,Enoch Hancock,34980
1126,Ethan Khan,57705
1127,Bob Ventura,85123
1128,Aiden Jacobs,49102
1129,Gil Clark,14103
1130,Chris Rodwell,40725
1131,Ronald Patel,20902
1132,Danny Sawyer,35315
1133,Doug Hall,32315
1134,Matthew Martin,56843
1135,Clint Stuart,81681
1136,Michael Talbot,37107
1137,Martin Wise,75299
1138,Josh Fox,84365
1139,Brad Edmonds,87139
1140,Bart Kelly,67022
1141,Tom Harrington,73532
1142,Abdul Cowan,89285
1143,Russel Lewis,35719
1144,Johnny Tutton,34000
1145,Cedrick Emmott,96856
1146,Barry Atkinson,84685
1147,Anthony Ross,60590
1148,Caleb Cameron,73265
1149,Alexander Goldsmith,53593
1150,Rick Roman,16633
1151,Daniel Quinton,24821
1152,Jayden Kidd,39043
1153,Maxwell Furnell,16316
1154,Doug Thompson,44146
1155,Jayden Holt,78495
1156,Bart Hancock,23779
1157,Harry Weldon,26517
1158,Tyson Thomson,16011
1159,Barry Stubbs,99399
1160,Aiden Nayler,20651
1161,John Jennson,17071
1162,Chris Dobson,65790
1163,Rocco Patel,22468
1164,Rocco Mann,97940
1165,Cedrick Page ,99636
1166,Benjamin Patel,92643
1167,David Holmes,59586
1168,Boris Moss,81057
1169,Hank Gosling,89962
1170,Caleb Pond,48384
1171,Roger Pierce,36786
1172,Danny Holmes,53681
1173,Doug Wright,34999
1174,Sebastian Andersson,56483
1175,Mark Clifton,31933
1176,Domenic Shaw,43691
1177,Luke Bloom,20764
1178,Gabriel Rainford,80769
1179,Alexander Keys,54882
1180,Noah Shields,69226
1181,John Ebden,15567
1182,Eduardo James,82389
1183,David Shaw,58433
1184,George Graham,33577
1185,Danny Stewart,83641
1186,Martin Walsh,35251
1187,Cedrick Mason,46481
1188,William Morrison,25566
1189,Gil Clayton,50445
1190,Bob Hamilton,71313
1191,Jayden Ripley,19572
1192,Oliver Mcgee,58038
1193,Roger Raven,86276
1194,Liam Brett,73969
1195,Doug Rees,23889
1196,Marvin Umney,64899
1197,Martin Wooldridge,76983
1198,Leroy Alldridge,95748
1199,Ronald Bishop,39269
1200,Ethan Nicolas,29313
1201,Phillip Skinner,83702
1202,Percy Brock,76238
1203,Hank Yang,25459
1204,Javier Wilson,73938
1205,Manuel Howard,61128
1206,Alan Ballard,88490
1207,Tyler Ripley,29527
1208,Julian Marshall,84248
1209,Gabriel Nayler,18292
1210,Roger Price,11423
1211,Maxwell Reese,53219
1212,Tom Newman,28760
1213,Sebastian Widdows,37869
1214,Rufus Marshall,71059
1215,Lucas Norris,97051
1216,Boris Gordon,36311
1217,Benjamin Attwood,33715
1218,Denis Hooper,36737
1219,Anthony Eyres,53041
1220,Domenic Glass,10994
1221,Brad Murphy,69470
1222,Alan Kelly,45271
1223,Benny Ellis,51669
1224,Rick Fields,95434
1225,Jack Walton,25527
1226,Domenic Skinner,30073
1227,Owen London,31963
1228,Gil Smith,45313
1229,Denis Purvis,45007
1230,Javier Rogers,46891
1231,Josh Evans,43267
1232,Jacob Glass,69519
1233,Eduardo Terry,16185
1234,Cedrick Yoman,10001
1235,Carter Edler,21921
1236,Nathan Whitmore,48154
1237,Daniel Herbert,44104
1238,Chuck Avery,28481
1239,Tyson Eastwood,81152
1240,Noah Shields,12732
1241,Jacob Weston,72075
1242,David Thomson,49322
1243,Benny Woodley,69311
1244,Nathan Moss,65953
1245,Denny Mcgee,65552
1246,Johnathan James,65130
1247,Noah Armstrong,21073
1248,Michael Franks,16708
1249,Wade Garner,84479
1250,Henry Ripley,35710
1251,Johnathan Ulyatt,52978
1252,Danny Cattell,58842
1253,Michael Flynn,34155
1254,Henry Lucas,89533
1255,Bart Carpenter,14639
1256,Fred Knight,96759
1257,Bryon Tate,72148
1258,Nathan Clayton,13089
1259,Johnathan Marshall,60378
1260,Tony Farmer,87937
1261,Oliver Grey,26322
1262,Percy Nobbs,25024
1263,Ron Duvall,71649
1264,Luke Edwards,42291
1265,Noah Cann,31543
1266,Oliver Bailey,85089
1267,Owen Ranks,30924
1268,Wade Russell,65741
1269,Leroy Wills,42081
1270,Caleb Flack,17200
1271,Leroy Ebden,23589
1272,Elijah Lloyd,51892
1273,Hank Norton,92687
1274,Erick Price,10680
1275,Henry Eaton,30485
1276,Daniel Collins,29975
1277,Russel Phillips,73530
1278,Chuck Lloyd,51069
1279,Elijah Mccall,12683
1280,Benny Malone,49880
1281,Daniel Reid,41369
1282,Marvin Whitmore,27816
1283,Jack Gaynor,76717
1284,Hayden Gilmore,34310
1285,Gabriel Andersson,87476
1286,Chadwick Vaughan,45745
1287,Carl Terry,67850
1288,George Funnell,38457
1289,Roger Adler,82525
1290,Jayden Morgan,52399
1291,Chris Yarlett,58806
1292,Erick Allcott,94941
1293,Mike Fulton,39455
1294,Mason Dallas,27917
1295,Nick Vernon,57031
1296,Carl Bradshaw,20665
1297,Chester Harrison,92141
1298,Michael Booth,39662
1299,Gil Lowe,13443
1300,Tom Simpson,84732
1301,Javier Neville,96650
1302,Johnny Cann,89923
1303,Nick Ashley,62420
1304,Tyler Murphy,60011
1305,Daniel Gunn,40709
1306,Michael Collingwood,37335
1307,Roger Lane,96594
1308,Liam Radcliffe,53517
1309,Josh Carson,88180
1310,Chris Clark,50856
1311,Daron Alexander,77122
1312,Martin Kennedy,45241
1313,Benjamin Chester,47611
1314,George Durrant,20504
1315,Chris Antcliff,15161
1316,Johnny Robinson,35871
1317,Cedrick Baker,72291
1318,Benny Ianson,59376
1319,Daron Rixon,37787
1320,Kieth Lyon,93396
1321,Chris Pratt,87353
1322,Chad Wigley,10903
1323,Matthew Long,86480
1324,Carter Harris,59041
1325,Russel Murphy,35323
1326,Gil Larsen,15411
1327,Russel Emerson,88920
1328,Noah Hope,49245
1329,Peter Parker,96305
1330,Michael Andrews,23370
1331,Ronald Hastings,50715
1332,Chadwick Zaoui,11527
1333,Carter Goodman,40801
1334,Denis Swan,33881
1335,John Thomas,48208
1336,Tyson Ward,78087
1337,Ronald Palmer,65583
1338,Bart James,41717
1339,Ronald Stevens,65722
1340,Matthew Morris,13054
1341,Nick Saunders,24394
1342,Chuck Shaw,55637
1343,Nick Paterson,74718
1344,Ramon Poulton,25441
1345,John Shelton,21042
1346,Denis Gordon,32753
1347,Tyler Clarke,85578
1348,Julius Snow,59416
1349,Tyson Richards,55365
1350,Abdul Page ,50745
1351,Ramon Brown,75490
1352,Alexander Porter,15694
1353,Clint Andersson,78881
1354,Erick Lynch,23705
1355,Johnny Slater,49660
1356,Joseph Devonport,53603
1357,Percy Franks,70135
1358,Ron Curtis,38555
1359,Ryan Vernon,90036
1360,Barney Jones,58567
1361,Alan Taylor,68003
1362,Nick Abbot,57786
1363,John Addis,57032
1364,Harvey Rehman,68985
1365,Doug Palmer,33746
1366,Harry Moreno,22845
1367,Wade Dale,23067
1368,Brad Riley,58600
1369,Sebastian Wright,50478
1370,Danny Morley,79310
1371,Denis York,34864
1372,Erick White,27544
1373,Tyler Ebden,48524
1374,Oliver Anderson,28134
1375,Liam Yang,93220
1376,Julius Poole,99570
1377,Johnny Glass,75739
1378,Johnny Foxley,94495
1379,Julian Cassidy,64696
1380,Alan Henderson,44868
1381,George Isaac,13632
1382,Bryon Wilson,85983
1383,Chad Garcia,87250
1384,Luke Wren,64029
1385,Lucas Oakley,53615
1386,Oliver Wade,52996
1387,Daron Graham,89301
1388,Peter Jacobs,54046
1389,Gil Quinton,23780
1390,Domenic Williams,26830
1391,Wade Andrews,75576
1392,Gil Walter,29053
1393,Jacob Gilbert,80279
1394,Denis Weston,34410
1395,Hayden Umney,73893
1396,Tyler Mullins,71728
1397,Alan Hunt,26327
1398,Noah Brennan,11850
1399,Ryan Flack,55532
1400,Mark Doherty,16758
1401,Harry Durrant,32757
1402,Alan Bennett,72827
1403,Enoch Gosling,52659
1404,Brad Greenwood,40254
1405,Josh Lewis,42058
1406,Rufus Hooper,78260
1407,Ethan Watt,91372
1408,Marvin Snow,31723
1409,Rocco Coleman,94493
1410,Doug Wood,28109
1411,Rick Whitmore,63801
1412,Mike Norburn,25140
1413,Joseph Palmer,24357
1414,Caleb Edwards,19838
1415,Russel Allen,19850
1416,Percy Emmett,33609
1417,Jacob Vaughan,69522
1418,Fred Ingham,14581
1419,Barney Ross,22018
1420,Sebastian Ripley,39950
1421,Ethan Collins,99586
1422,Henry Little,51151
1423,Ramon Cunningham,44131
1424,Mark Quinn,20208
1425,Rufus Mccall,92059
1426,Hayden Roberts,27475
1427,Chad Groves,91174
1428,Maxwell Shepherd,55501
1429,Erick Stuart,73402
1430,Tom Baker,52560
1431,William Redwood,27345
1432,Percy Ventura,26672
1433,Matt Partridge,30871
1434,George Quinnell,79581
1435,Kurt Collingwood,29143
1436,Nate Hewitt,37807
1437,Julius Evans,12195
1438,Rick Roberts,74857
1439,Logan Lucas,33635
1440,Erick Aldridge,22600
1441,Aiden King,43805
1442,Tony Quinn,48654
1443,Johnathan Donnelly,39008
1444,Domenic Gregory,81125
1445,Manuel Bailey,86055
1446,Elijah Thornton,24804
1447,Matthew Turner,64610
1448,Enoch Milner,44569
1449,Harry Roberts,90476
1450,Julius Morgan,52670
1451,Doug Brennan,21968
1452,Ron King,55593
1453,Ramon Cattell,87354
1454,Harvey Fulton,11646
1455,Anthony Janes,98810
1456,Fred Wellington,99073
1457,Tony Cunningham,65548
1458,Hank Speed,35455
1459,David Griffiths,78973
1460,Wade Glass,41765
1461,Rocco Terry,81097
1462,Elijah Ralph,38084
1463,Chuck Oakley,33230
1464,Harry Paterson,69148
1465,John Robertson,96289
1466,Cedrick Wright,37839
1467,Ronald Roman,20226
1468,Owen Allington,92018
1469,Kieth Osman,98396
1470,Hayden King,48423
1471,Liam Hobbs,48132
1472,Nicholas Morgan,71055
1473,Rocco Thomas,70312
1474,Percy Jones,41084
1475,Kurt Gavin,52513
1476,Tyler Cobb,58477
1477,Denis Mcgregor,40449
1478,Julius Cox,50582
1479,Henry Powell,64286
1480,Julius Thomas,19210
1481,Daniel Burnley,56933
1482,Lucas Nicholls,79964
1483,Lucas Wilson,82257
1484,William Moore,92905
1485,Cedrick Walsh,62720
1486,Oliver Coll,77861
1487,Ronald Holmes,68291
1488,Brad Hilton,13115
1489,John Andrews,73462
1490,Chad Watt,54109
1491,Harry Jenkins,49181
1492,Leroy Alcroft,75468
1493,Gil Powell,60643
1494,Mark Truscott,50946
1495,Carter Stone,26771
1496,Michael Davies,87233
1497,Wade Chapman,29451
1498,David Lloyd,51390
1499,William Brooks,41845
1500,Lucas Pratt,56138
1501,Hank Ranks,15229
1502,Johnny Thomas,66672
1503,Anthony Olivier,50989
1504,Javier Windsor,20560
1505,Denny Dallas,27179
1506,Matthew Uttley,24143
1507,Alan Leslie,20970
1508,Erick Wren,70409
1509,Sebastian Nobbs,38818
1510,Harry Emmott,27281
1511,Leroy Uttley,70461
1512,Roger Forester,44594
1513,Harvey Gordon,13836
1514,Marvin Fall,36334
1515,Wade Randall,40462
1516,Joseph Pope,37982
1517,Doug Ulyatt,50365
1518,Mason Adams,40919
1519,Julian Coll,20739
1520,Tyson Wright,48780
1521,Martin Webster,59784
1522,Matt Mason,50020
1523,Manuel Crawley,93674
1524,Tom Eyres,63766
1525,Kurt Gonzales,56208
1526,Nicholas Mcgregor,43859
1527,Henry Asher,78246
1528,Gabriel Turner,68412
1529,David Jones,70925
1530,Fred Ward,89164
1531,Tyson Devonport,24610
1532,William Whittle,21046
1533,Sebastian Owens,86894
1534,Javier Johnson,23317
1535,Johnathan Graham,38438
1536,Tyson Briggs,17186
1537,Harry Martin,95618
1538,Elijah Dallas,34577
1539,Cedrick Kennedy,81808
1540,Elijah Miller,83686
1541,Manuel Daniells,15705
1542,Kurt Mitchell,43723
1543,Julian Drew,98132
1544,Oliver Coll,41033
1545,Brad Wilkinson,85197
1546,Bryon Hardwick,67311
1547,Hayden Parker,78113
1548,Luke Furnell,15152
1549,Josh Norburn,27231
1550,Henry Hall,47239
1551,Matt Mccall,41651
1552,Eduardo Dunbar,33479
1553,Domenic Lomax,73560
1554,Percy Miller,50623
1555,John Baldwin,12550
1556,Alan Emmett,53704
1557,Denny Plant,21229
1558,Owen Abbot,28549
1559,Michael Victor,67094
1560,Johnathan Lambert,44520
1561,Julian Bayliss,13129
1562,Nick Clarke,67515
1563,Henry Villiger,31119
1564,Javier Neal,42229
1565,Benny Casey,49270
1566,Tony Butler,47215
1567,Daron Sherry,73736
1568,Bob Smith,19635
1569,Denny Kaur,17276
1570,Daniel Stanton,17130
1571,Logan Drew,99854
1572,Harry Kerr,92143
1573,Josh Andrews,74044
1574,Lucas Bristow,51200
1575,Jayden Rixon,62937
1576,Barney Matthews,25504
1577,Jayden Gallacher,98107
1578,Caleb Tindall,24006
1579,Julian Reyes,21065
1580,Hank Saunders,96999
1581,Fred Larkin,99409
1582,Russel Mullins,12386
1583,Chuck Oswald,33155
1584,Ronald Crawley,50547
1585,Sebastian Coleman,97858
1586,Cedrick Poulton,46721
1587,Luke Benfield,25136
1588,Michael Roscoe,42061
1589,Rufus Burge,20809
1590,Enoch Bennett,50327
1591,Enoch Clarke,78155
1592,George Oliver,98124
1593,Jack Wigley,53573
1594,Ethan Varndell,59304
1595,Chadwick Kelly,60188
1596,Bart Mccormick,22235
1597,Hank Robertson,94084
1598,Carl Ellery,14661
1599,Owen Waterson,12055
1600,Tyson Lynn,55374
1601,Joseph Phillips,17588
1602,Sebastian Porter,95332
1603,Oliver Olson,96371
1604,Owen Heaton,11832
1605,Chester Freeburn,82403
1606,Mike Herbert,42604
1607,Sebastian Parsons,50668
1608,Marvin Shea,20095
1609,Tyson Gibbons,97756
1610,Tyson Needham,99388
1611,Hank Fenton,32452
1612,Javier Johnson,45582
1613,Josh Kennedy,49522
1614,Rick Lloyd,92240
1615,Johnny Larkin,10172
1616,Erick Barclay,26853
1617,Peter Bennett,47466
1618,Matthew Atkinson,86201
1619,Caleb Doherty,32414
1620,Liam Savage,23101
1621,Bart Eaton,44307
1622,Clint Goldsmith,39595
1623,Tom Jenkin,13487
1624,Josh Cunningham,20038
1625,Luke Ross,15925
1626,Kurt Irving,25932
1627,Noah Khan,44722
1628,Rocco Benfield,77140
1629,Benjamin Alcroft,77882
1630,Mark Veale,22528
1631,Julius Mcguire,85145
1632,Benjamin Clifford,44848
1633,Enoch Alexander,79315
1634,Joseph Roberts,31977
1635,Denny Murphy,53592
1636,Harvey Higgs,57408
1637,Oliver Marshall,11862
1638,Jack Abbot,28602
1639,Russel Clark,51845
1640,Enoch Dubois,64897
1641,Mike Richardson,96512
1642,Doug Edmonds,76473
1643,Fred Quinn,93491
1644,Nicholas Wise,50485
1645,Bob Gosling,81125
1646,Ethan Stuart,90782
1647,Bob Hepburn,83849
1648,Caleb Freeburn,69290
1649,Michael Stone,60736
1650,Martin Weatcroft,33002
1651,Erick Villiger,28033
1652,Noah Russell,37653
1653,Nate Ashley,27196
1654,Kieth Norburn,57869
1655,Chester Utterson,58611
1656,Owen Evans,19277
1657,Phillip Cox,64410
1658,Alan Phillips,50976
1659,Chadwick Davies,34902
1660,Brad Lucas,13303
1661,Denis Saunders,65149
1662,Johnny Morris,62050
1663,Sebastian Reynolds,64884
1664,Noah Weatcroft,54366
1665,Jayden Mitchell,51291
1666,Russel Rehman,48963
1667,Daniel Campbell,81688
1668,Leroy Wallace,14217
1669,Ramon Hewitt,96690
1670,Javier Miller,89245
1671,Enoch Shaw,36358
1672,Henry Hooper,26452
1673,Chester Edler,55460
1674,Johnny Roberts,11928
1675,Julian Jarrett,31158
1676,Danny Victor,78046
1677,Elijah Willson,66654
1678,Chris Owen,87405
1679,Percy Wigley,79043
1680,Peter Darcy,62968
1681,Daniel Chapman,26309
1682,Alan Gonzales,14883
1683,Bart Hilton,78927
1684,Fred Greenwood,51092
1685,Alexander Ellis,79981
1686,Barry Yoman,48862
1687,Domenic Eastwood,24011
1688,Julian Redwood,63548
1689,Chadwick Truscott,37485
1690,Tyler Dale,33758
1691,Hank Vass,82405
1692,Alan Wright,66093
1693,Denis Brooks,12148
1694,Ron Bowen,87944
1695,Chad Shelton,64949
1696,Benjamin London,79337
1697,Mark Giles,86927
1698,Denny Noon,53540
1699,Caleb Jenkin,69420
1700,Bob Coll,92552
1701,Michael Bayliss,26112
1702,Tony Mann,63742
1703,Mark Eddison,43569
1704,Marvin Larsen,82641
1705,Chadwick Ward,36976
1706,Mike Michael,19565
1707,Matthew Sawyer,24275
1708,Roger Irwin,14268
1709,David Reid,57054
1710,Manuel Wright,77148
1711,Cedrick Rees,33877
1712,Brad Hopkinson,94716
1713,Michael Rogers,73990
1714,Bob Dickson,96164
1715,Harry Cobb,77897
1716,Matthew Adams,57231
1717,Ron Gunn,92988
1718,Ron Sheldon,36484
1719,Ethan Tutton,86155
1720,Erick Osmond,95196
1721,Kieth Gordon,80305
1722,Henry Ellwood,16642
1723,Noah Quinton,39816
1724,Clint Pearce,67286
1725,Fred Stewart,95432
1726,Bob Newman,69337
1727,Barry Gardner,48978
1728,Johnny Andrews,70894
1729,Gabriel Ellison,27819
1730,Aiden Jarrett,48021
1731,Julius Powell,43648
1732,George Fulton,61555
1733,John Boden,84733
1734,Bob Todd,78306
1735,Javier Rodwell,42142
1736,Ronald Bradshaw,64666
1737,Chadwick Ianson,87256
1738,Denny Vernon,21924
1739,Nate Connor,83120
1740,Jayden Rodgers,19483
1741,Bart Salt,41254
1742,Ryan Wood,62347
1743,Danny Gibbons,78067
1744,Harry Roth,31221
1745,Jacob Thomas,33451
1746,George Sinclair,34727
1747,Roger Hewitt,72633
1748,Martin Mullins,14409
1749,Matt Cameron,47195
1750,David Young,92522
1751,Martin Coates,41369
1752,Anthony Moran,25803
1753,Peter Robinson,24760
1754,Enoch Rehman,32797
1755,Bob Healy,11471
1756,Tom Riley,94923
1757,Harvey Gardner,41668
1758,Michael Quinnell,22221
1759,Doug Leigh,72635
1760,Javier Healy,64625
1761,Josh Quinn,41293
1762,Tyler Wood,42931
1763,Mark Sheldon,69987
1764,Chris Addley,80720
1765,Bryon Norris,71042
1766,Luke Owens,84626
1767,Jack Whittle,50433
1768,Henry Mcgee,42196
1769,Ethan Walter,66693
1770,Luke Doherty,49523
1771,Leroy Barrett,76995
1772,Jacob Tindall,45337
1773,Matthew Mitchell,94182
1774,David Hale,92310
1775,Chris Jefferson,65899
1776,Hank Campbell,25297
1777,Caleb Preston,22808
1778,Enoch Redwood,51789
1779,Luke Mccormick,17427
1780,Nathan Yard,15796
1781,Cedrick Hilton,54338
1782,Bart Watson,67743
1783,Enoch Thomas,22415
1784,Brad Trent,98522
1785,Eduardo Shields,22261
1786,Ron Evans,81138
1787,Denny Weasley,90365
1788,Hank Cadman,42713
1789,Denis Robe,88468
1790,Martin Jefferson,34396
1791,John Graves,11736
1792,Gabriel Alcroft,27139
1793,Caleb Wilkinson,43206
1794,Gabriel Hunter,95225
1795,Barney Cartwright,91221
1796,Chester Nurton,74672
1797,Clint Samuel,68777
1798,Erick Wright,54297
1799,Chester Funnell,25714
1800,Ryan Warren,60769
1801,Mark Jordan,17167
1802,Sebastian Bentley,36450
1803,Tyler Saunders,28258
1804,Matt Knight,39616
1805,Clint Egerton,44179
1806,Nicholas Callan,94871
1807,Nick Devonport,82428
1808,Jack King,74570
1809,Nate Nelson,34442
1810,Doug Edwards,93340
1811,Caleb Simmons,28965
1812,Peter Stewart,11133
1813,Johnny Strong,92903
1814,Clint Cox,17237
1815,Elijah Crawley,79171
1816,Harry Preston,81789
1817,Manuel Chester,44698
1818,Jack Hamilton,34821
1819,Carter Vinton,71699
1820,Fred Oliver,42327
1821,Bryon Murray,14449
1822,Logan Collins,71522
1823,Jack Holmes,82006
1824,Fred Rodgers,56299
1825,Benjamin Paterson,43052
1826,Jacob Rogers,11153
1827,Mason Mould,81864
1828,Ron Mason,68327
1829,Josh Latham,60527
1830,Hayden Redfern,96130
1831,Nicholas Addley,16105
1832,Caleb Nash,38162
1833,Joseph Gregory,34541
1834,Nate Chapman,38864
1835,Nate Hardwick,85415
1836,Maxwell Poole,38208
1837,Leroy Richardson,85471
1838,Nick Adams,75892
1839,Danny Young,24356
1840,Chad Woodcock,52937
1841,Ryan Umney,54590
1842,Daniel Ross,22410
1843,Matthew Wallace,90858
1844,Russel Brennan,70572
1845,Roger Savage,34316
1846,Fred Appleton,48294
1847,Denny Shea,40636
1848,Julian Vince,43647
1849,Ryan Benfield,20761
1850,Eduardo Eddison,39566
1851,Ethan Walton,91012
1852,Jacob Tyrrell,87627
1853,Rocco Attwood,90216
1854,Barry Wilson,45043
1855,Peter Bennett,31303
1856,Leroy Stevenson,35045
1857,Chadwick Gates,32521
1858,Marvin Penn,95043
1859,Aiden Cadman,13353
1860,Abdul Bayliss,19543
1861,Roger Underhill,11941
1862,Russel Yates,68119
1863,Nate Eagle,83171
1864,Chris Avery,46271
1865,Benny Palmer,42420
1866,Mason Allen,37799
1867,Bryon Norburn,21301
1868,Wade Allen,23414
1869,Noah Wise,88909
1870,Brad Wilcox,95939
1871,Domenic Tait,44742
1872,Benny Utterson,88578
1873,Elijah Bryson,38667
1874,Bryon Potter,80234
1875,Logan Saunders,20401
1876,Benjamin Farmer,16996
1877,Tyler London,11388
1878,Chris Murray,65674
1879,Bob Dixon,94785
1880,Matthew Ashley,88808
1881,Phillip Roberts,45795
1882,Maxwell Faulkner,49878
1883,Matt Ward,80618
1884,Fred Pickard,98971
1885,Hayden Nash,88897
1886,Ronald Crawford,68032
1887,Bob Mason,75771
1888,Rocco Milner,28468
1889,Danny Salt,33847
1890,Owen Walsh,67530
1891,Logan Thomas,70940
